person,country
Mikael Birkkjær,Kingdom of Denmark
Anna Unterberger,Kingdom of Denmark
Alexander Ludwig,Kingdom of Denmark
Mads Mikkelsen,Kingdom of Denmark
Jesper Christensen,Kingdom of Denmark
Jericca Cleland,Kingdom of Denmark
Paulina Porizkova,Czechoslovakia
Peter Schneider,Czechoslovakia
Robin Thomas,Czechoslovakia
David Schneider,Czechoslovakia
Zdenka Procházková,Czechoslovakia
Thomas Mann,Czechoslovakia
Rudolf Martin,Czechoslovakia
Anna Fialová,Czechoslovakia
Ivan Reitman,Czechoslovakia
George Young,British Empire
John Dower,British Empire
Peter Schneider,German Reich
Alexander Koch,German Reich
Fritz Böhm,German Reich
Hugo Becker,German Reich
Peter Weller,German Reich
Rudolf Martin,German Reich
Carl Koch,German Reich
Paul Schneider,German Reich
Paul Krüger,German Reich
Paul Weitz,German Reich
Larry Miller,Antigua and Barbuda
Robert Peters,Antigua and Barbuda
Patrick McKenna,Irish Free State
Thomas Carter,Irish Free State
John Crowley,Irish Free State
Patrick Kennedy,Irish Free State
John Hennigan,Irish Free State
Patrick Egan,Irish Free State
Richard Wilson,Irish Free State
Michael Bell,Irish Free State
Michael Jordan,Irish Free State
James Coburn,Irish Free State
John Butler,Irish Free State
Michael Davis,Irish Free State
Matthew Davis,Irish Free State
Richard Kelly,Irish Free State
Michael Kennedy,Irish Free State
Michael Barrett,Irish Free State
John Madden,Irish Free State
Jiang Luxia,People's Republic of China
Kirk Wong,People's Republic of China
Liu Tao,People's Republic of China
Liu Yifei,People's Republic of China
Wang Deshun,People's Republic of China
Li Bingbing,People's Republic of China
Philip Kwok,People's Republic of China
Bai Ling,People's Republic of China
Jiang Yiyan,People's Republic of China
Wang Xun,People's Republic of China
Cindy Cheung,People's Republic of China
Wang Baoqiang,People's Republic of China
Xin Liu,People's Republic of China
Yi Zhao,People's Republic of China
Zhang Jiayi,People's Republic of China
Vincent Zhao,People's Republic of China
Bing Yin,People's Republic of China
Lo Lieh,People's Republic of China
Gordon Liu,People's Republic of China
Lily Li,People's Republic of China
Kenneth Tsang,People's Republic of China
Wang Zijian,People's Republic of China
Li Ai,People's Republic of China
Yu Kang,People's Republic of China
Zhang Yi,People's Republic of China
Xu Qing,People's Republic of China
Louise Lee,People's Republic of China
Rainie Yang,People's Republic of China
Jessica Hsuan,People's Republic of China
Francis Ng,People's Republic of China
Dong Jie,People's Republic of China
Li Xiaoran,People's Republic of China
Tommy Yuen,People's Republic of China
Raymond Wong,People's Republic of China
Ronald Cheng,People's Republic of China
Yao Chen,People's Republic of China
Elanne Kong,People's Republic of China
Deng Chao,People's Republic of China
Ryan Cheng,People's Republic of China
Guan Xiaotong,People's Republic of China
Sun Li,People's Republic of China
Wang Jingchun,People's Republic of China
Wang Qianyuan,People's Republic of China
Hu Jun,People's Republic of China
Kate Tsui,People's Republic of China
Jenny Zhang,People's Republic of China
Tsuyoshi Abe,People's Republic of China
Qu Chuxiao,People's Republic of China
Chen Kun,People's Republic of China
Wang Likun,People's Republic of China
Zhou Xun,People's Republic of China
Che Yongli,People's Republic of China
Feng Yuanzheng,People's Republic of China
Geng Le,People's Republic of China
Ma Su,People's Republic of China
Liu Ye,People's Republic of China
Wang Ziyi,People's Republic of China
Wu Gang,People's Republic of China
Song Jia,People's Republic of China
Shen Yue,People's Republic of China
Yan An,People's Republic of China
Jet Li,People's Republic of China
Ray Lui,People's Republic of China
Han Geng,People's Republic of China
Louis Koo,People's Republic of China
Carina Lau,People's Republic of China
Wang Kai,People's Republic of China
Lam Suet,People's Republic of China
Guo Yue,People's Republic of China
Yu Xia,People's Republic of China
Xia Yu,People's Republic of China
Qu Jingjing,People's Republic of China
Philip Ng,People's Republic of China
Jin Xing,People's Republic of China
Anthony Chan,People's Republic of China
Feng Xiaogang,People's Republic of China
Liu Jie,People's Republic of China
Vincent Kok,People's Republic of China
Teddy Chan,People's Republic of China
Wilson Yip,People's Republic of China
Guo Jingming,People's Republic of China
Ringo Lam,People's Republic of China
Philip Chan,People's Republic of China
Joey Yung,People's Republic of China
Stephen Fung,People's Republic of China
Leanne Liu,People's Republic of China
Kenneth Chan,People's Republic of China
Carman Lee,People's Republic of China
Leslie Cheung,People's Republic of China
Chen Kuan-tai,People's Republic of China
Lynn Hung,People's Republic of China
Patrick Tam,People's Republic of China
Chin Han,People's Republic of China
Tiffany Tang,People's Republic of China
Luo Jin,People's Republic of China
Joman Chiang,People's Republic of China
Ben Wong,People's Republic of China
Ni Yan,People's Republic of China
Paul Chun,People's Republic of China
Joe Chen,People's Republic of China
Ding Sheng,People's Republic of China
Stephen Chow,People's Republic of China
Yang Lei,People's Republic of China
Stanley Tong,People's Republic of China
Gordon Chan,People's Republic of China
Liu Jiang,People's Republic of China
Felix Chong,People's Republic of China
Jan Lamb,People's Republic of China
Wei Daxun,People's Republic of China
Wei Qing,People's Republic of China
Michael Tse,People's Republic of China
Wallace Chung,People's Republic of China
Ming Xi,People's Republic of China
Chen Jian,People's Republic of China
Aaron Kwok,People's Republic of China
Zhang Jingchu,People's Republic of China
Fung Hak-On,People's Republic of China
Du Jiang,People's Republic of China
Carl Ng,People's Republic of China
Ken Lo,People's Republic of China
Prudence Liew,People's Republic of China
Phillip Ko,People's Republic of China
Hai Qing,People's Republic of China
Alfred Cheung,People's Republic of China
Yu Hai,People's Republic of China
Kwan Hoi-san,People's Republic of China
Karen Mok,People's Republic of China
Tiffany Zhou,People's Republic of China
Patrick Tse,People's Republic of China
Bill Tung,People's Republic of China
Amy Yip,People's Republic of China
Duncan Chow,People's Republic of China
Leung Siu-lung,People's Republic of China
Eric Tsang,People's Republic of China
Lam Chi-chung,People's Republic of China
Eddy Ko,People's Republic of China
Carrie Ng,People's Republic of China
Roy Chiao,People's Republic of China
Yuen Biao,People's Republic of China
Dong Zijian,People's Republic of China
Valerie Chow,People's Republic of China
Li Yiqing,People's Republic of China
Qin Hailu,People's Republic of China
Cheng Pei-pei,People's Republic of China
Zhao Wei,People's Republic of China
Damian Lau,People's Republic of China
Huang Xiaoming,People's Republic of China
Wong You-nam,People's Republic of China
Bryan Leung,People's Republic of China
Roger Yuan,People's Republic of China
Louis Fan,People's Republic of China
Cai Guo-Qiang,People's Republic of China
Feng Shaofeng,People's Republic of China
Shao Bing,People's Republic of China
Gong Beibi,People's Republic of China
Zhang Meng,People's Republic of China
Victoria Song,People's Republic of China
Ma Tianyu,People's Republic of China
Hu Bing,People's Republic of China
Viann Zhang,People's Republic of China
Vivian Lai,People's Republic of China
Guo Liang,People's Republic of China
Duan Yihong,People's Republic of China
Danny Chan,People's Republic of China
Chen Daoming,People's Republic of China
Yu Chenghui,People's Republic of China
Li Yixiao,People's Republic of China
You Yong,People's Republic of China
Yu Hewei,People's Republic of China
Yang Lixin,People's Republic of China
Xu Bin,People's Republic of China
Chen Wan-ting,People's Republic of China
Kelvin Leong,People's Republic of China
Zhou Ying,People's Republic of China
Zhang Zhenhuan,People's Republic of China
Qi Wei,People's Republic of China
Liu Mintao,People's Republic of China
Ni Ni,People's Republic of China
Ni Dahong,People's Republic of China
Yuan Hong,People's Republic of China
Mei Ting,People's Republic of China
Zhou Dongyu,People's Republic of China
Yijuan Li,People's Republic of China
Li Tingting,People's Republic of China
Tiger Chen,People's Republic of China
Celina Jade,People's Republic of China
Gong Rui,People's Republic of China
Zhang Chao,People's Republic of China
Michelle Wai,People's Republic of China
Wang Qingxiang,People's Republic of China
Lo Hoi-pang,People's Republic of China
Zhao Benshan,People's Republic of China
Julian Cheung,People's Republic of China
Xing Yu,People's Republic of China
Liu Yan,People's Republic of China
Zhang Jin,People's Republic of China
Liu Jia Xi,People's Republic of China
Huang Qian Shuo,People's Republic of China
Yu Nan,People's Republic of China
Kenneth Fok,People's Republic of China
G.E.M.,People's Republic of China
Huang Ying,People's Republic of China
Yang Tianxiang,People's Republic of China
Jiang Guangtao,People's Republic of China
Zhang He,People's Republic of China
Jing Xiang,People's Republic of China
Cheung Tat-ming,People's Republic of China
Chui Tien-you,People's Republic of China
Matt Chow,People's Republic of China
Isabel Chan,People's Republic of China
Lu Yang,People's Republic of China
Gary Wang,People's Republic of China
Yuen Woo-ping,People's Republic of China
Zhang Yimou,People's Republic of China
Dilraba Dilmurat,People's Republic of China
Huang Mengying,People's Republic of China
Yang Mi,People's Republic of China
Dominic Lam,People's Republic of China
George Lam,People's Republic of China
Liang Tian,People's Republic of China
Jacky Cheung,People's Republic of China
Ivana Wong,People's Republic of China
Moses Chan,People's Republic of China
Liu Hua,People's Republic of China
Alex Fong,People's Republic of China
Zhang Huiwen,People's Republic of China
Andy Lau,People's Republic of China
Guo Tao,People's Republic of China
Charmaine Sheh,People's Republic of China
Maria Cordero,People's Republic of China
Wang Xueqi,People's Republic of China
Michelle Ye,People's Republic of China
Gao Yuanyuan,People's Republic of China
Monica Mok,People's Republic of China
Janice Man,People's Republic of China
Zhang Hanyu,People's Republic of China
David Chiang,People's Republic of China
Sammi Cheng,People's Republic of China
Xinyi Zhang,People's Republic of China
Ekin Cheng,People's Republic of China
In Deok Hwang,People's Republic of China
Yang Zi,People's Republic of China
Luo Yunxi,People's Republic of China
David Chiu,People's Republic of China
Chacha Huang,People's Republic of China
Denny Huang,People's Republic of China
Dada Chan,People's Republic of China
Jiang Mengjie,People's Republic of China
Li Xian,People's Republic of China
Yu Bai,People's Republic of China
Jing Boran,People's Republic of China
Cheng Yi,People's Republic of China
Li Qin,People's Republic of China
Michael Chang,People's Republic of China
Gregory Wong,People's Republic of China
Myolie Wu,People's Republic of China
Louis Cheung,People's Republic of China
Zhigang Jiang,People's Republic of China
Anita Yuen,People's Republic of China
Lei Jiayin,People's Republic of China
Shen Teng,People's Republic of China
Eric Kot,People's Republic of China
Yin Zheng,People's Republic of China
Lisa Cheng,People's Republic of China
Wei Xiang,People's Republic of China
Huang Lu,People's Republic of China
Sam Lee,People's Republic of China
Qu Ying,People's Republic of China
Gillian Chung,People's Republic of China
Steven Cheung,People's Republic of China
Fan Bingbing,People's Republic of China
Jaycee Chan,People's Republic of China
Wu Jing,People's Republic of China
Nick Cheung,People's Republic of China
Miao Pu,People's Republic of China
Sherman Chung,People's Republic of China
Gao Yunxiang,People's Republic of China
Nicholas Tse,People's Republic of China
Philip Keung,People's Republic of China
Ken Hung,People's Republic of China
Carlos Chan,People's Republic of China
Deep Ng,People's Republic of China
Wang Gongliang,People's Republic of China
Lu Han,People's Republic of China
Shi Liang,People's Republic of China
Michael Tao,People's Republic of China
Gao Yuer,People's Republic of China
Michael Campion,People's Republic of China
Ludi Lin,People's Republic of China
Nikita Mao,People's Republic of China
Gallen Lo,People's Republic of China
Liang Jie,People's Republic of China
Hu Yitian,People's Republic of China
Tiffany Espensen,People's Republic of China
Duan Yixuan,People's Republic of China
Raymond Lee,People's Republic of China
Ming Hu,People's Republic of China
Donnie Yen,People's Republic of China
Mark Cheng,People's Republic of China
Kitaro,People's Republic of China
Kent Cheng,People's Republic of China
Wu Yue,People's Republic of China
Him Law,People's Republic of China
Zhao Ji,People's Republic of China
Patrick Leung,People's Republic of China
Corey Yuen,People's Republic of China
Teng Huatao,People's Republic of China
Dante Lam,People's Republic of China
Han Han,People's Republic of China
Herman Yau,People's Republic of China
Frant Gwo,People's Republic of China
David Lam,People's Republic of China
John Lee,People's Republic of China
Jennifer Lee,People's Republic of China
Daniel Lee,People's Republic of China
Xu Zhang,People's Republic of China
Derek Yee,People's Republic of China
Huang Lei,People's Republic of China
Li Jun,People's Republic of China
Leon,People's Republic of China
Jing Lusi,People's Republic of China
Jona Xiao,People's Republic of China
Simu Liu,People's Republic of China
Gong Li,People's Republic of China
Zhang Ziyi,People's Republic of China
Jackie Chan,People's Republic of China
Robin Shou,People's Republic of China
Qin Lan,People's Republic of China
He Bin,People's Republic of China
Pan Hong,People's Republic of China
Dylan Wang,People's Republic of China
Wei Yibo,People's Republic of China
Michael Wright,People's Republic of China
William Hill,People's Republic of China
Leo Wu,People's Republic of China
Simon Yam,People's Republic of China
So Wai Chuen,People's Republic of China
Terence Siufay,People's Republic of China
Wilfred Lau,People's Republic of China
Sarika Choy,People's Republic of China
Jessie Li,People's Republic of China
Kara Wai,People's Republic of China
Tu Men,People's Republic of China
Wang Yutian,People's Republic of China
Deng Lun,People's Republic of China
Wang Ziwen,People's Republic of China
Ding Ning,People's Republic of China
Ju Xiaowen,People's Republic of China
Joan Chen,People's Republic of China
Li Lingwei,People's Republic of China
Moon Lee,People's Republic of China
Vivian Wu,People's Republic of China
Adam Chan,People's Republic of China
Liu Tao,Yuan dynasty
Zhao Ji,Yuan dynasty
Xu Zhang,Yuan dynasty
Li Jun,Yuan dynasty
Han Min,Yuan dynasty
Gong Li,Yuan dynasty
Yang Di,Yuan dynasty
Wang Duo,Yuan dynasty
Shi Shi,Yuan dynasty
Liang Jie,Yuan dynasty
Xu Kai,Yuan dynasty
Wang Sen,Yuan dynasty
Wang Gongliang,Yuan dynasty
Shi Liang,Yuan dynasty
Wu Jing,Yuan dynasty
Tian Yu,Yuan dynasty
Yin Zheng,Yuan dynasty
Wu Xiong,Yuan dynasty
Li Qin,Yuan dynasty
Li Xian,Yuan dynasty
Cheng Yi,Yuan dynasty
Hala,Yuan dynasty
Yang Zi,Yuan dynasty
Li Shimeng,Yuan dynasty
Liu Yan,Yuan dynasty
Zhang Jin,Yuan dynasty
Wang Qingxiang,Yuan dynasty
Li Huan,Yuan dynasty
Yuan Hong,Yuan dynasty
Shi An,Yuan dynasty
Hu Bing,Yuan dynasty
Zhao Wei,Yuan dynasty
Wu Chun,Yuan dynasty
Amala,Yuan dynasty
Chen Jian,Yuan dynasty
Wang Simin,Yuan dynasty
Liu Jie,Yuan dynasty
Wang Kai,Yuan dynasty
Liu Ye,Yuan dynasty
Ma Su,Yuan dynasty
Zhou Xun,Yuan dynasty
Hu Jun,Yuan dynasty
Xu Qing,Yuan dynasty
Zhang Yi,Yuan dynasty
Yu Kang,Yuan dynasty
Wang Zijian,Yuan dynasty
Yi Zhao,Yuan dynasty
Zhao Jian,Yuan dynasty
Wang Xun,Yuan dynasty
Feng Lu,Yuan dynasty
Liu Yifei,Yuan dynasty
Fan Wei,Tang dynasty
Liu Tao,Tang dynasty
Zhao Jian,Tang dynasty
Wang Xun,Tang dynasty
He Sui,Tang dynasty
Li Wang,Tang dynasty
Wang Zijian,Tang dynasty
Li Ai,Tang dynasty
Yu Kang,Tang dynasty
Zhang Yi,Tang dynasty
Xu Qing,Tang dynasty
Yao Chen,Tang dynasty
Zhou Xun,Tang dynasty
Zhao Ji,Tang dynasty
Han Yan,Tang dynasty
Li Jun,Tang dynasty
Han Min,Tang dynasty
Gong Li,Tang dynasty
Qin Lan,Tang dynasty
Yang Di,Tang dynasty
Wang Duo,Tang dynasty
Wang Ziwen,Tang dynasty
Han Ning,Tang dynasty
Wu Yue,Tang dynasty
Lu Han,Tang dynasty
Wang Gongliang,Tang dynasty
Wu Jing,Tang dynasty
Wei Xiang,Tang dynasty
Yin Zheng,Tang dynasty
Tian Yu,Tang dynasty
Jing Wu,Tang dynasty
Cheng Yi,Tang dynasty
Li Xian,Tang dynasty
Li Qin,Tang dynasty
Yang Zheng,Tang dynasty
